"","Date","Obs","Stand","Site","Transect","Subplot","SubplotComments","PlantGenusSpecies","NumFlowers","NumPlant","Comments","DateRecorded"
"27927","7/2/24","BD","704:Holiday",6,"Mix6",12,"","Gilia capitata",4,6,"BD 704","7/2/24"
"27929","7/2/24","BD","704:Holiday",6,"Mix6",12,"","Madia gracilis",6,1,"BD 704","7/2/24"
"27931","7/2/24","BD","704:Holiday",6,"Mix6",12,"","Collomia grandiflora",0.1,10,"BD 704","7/2/24"
"27933","7/2/24","BD","704:Holiday",6,"Mix6",8,"","Collomia grandiflora",1,6,"BD 704","7/2/24"
"27934","7/2/24","BD","704:Holiday",6,"Mix6",4,"","Gilia capitata",6,6,"BD 704","7/2/24"
"27935","7/2/24","BD","704:Holiday",6,"Mix6",4,"","Clarkia amoena",2,4,"BD 704","7/2/24"
"28779","7/11/24","RM","607:Holiday",6,"Mix4",0,"","Clarkia amoena",3.5,16,"","7/11/24"
"28780","7/11/24","RM","607:Holiday",6,"Mix4",4,"","Clarkia amoena",4,12,"","7/11/24"
"28781","7/11/24","RM","607:Holiday",6,"Mix4",4,"","Madia gracilis",0.5,8,"","7/11/24"
"28782","7/11/24","RM","607:Holiday",6,"Mix4",8,"","Clarkia amoena",5,6,"","7/11/24"
"28784","7/11/24","RM","607:Holiday",6,"Mix4",12,"","Clarkia amoena",2,2,"","7/11/24"
"28786","7/11/24","RM","607:Holiday",6,"Mix4",12,"","Madia gracilis",2,2,"","7/11/24"
"28790","7/11/24","RM","607:Holiday",6,"Mix3",0,"","Clarkia amoena",5,12,"","7/11/24"
"28791","7/11/24","RM","607:Holiday",6,"Mix3",0,"","Gilia capitata",1,4,"","7/11/24"
"28793","7/11/24","RM","607:Holiday",6,"Mix3",4,"","Clarkia amoena",7,3,"","7/11/24"
"28794","7/11/24","RM","607:Holiday",6,"Mix3",8,"","Clarkia amoena",1.5,6,"","7/11/24"
"28796","7/11/24","RM","607:Holiday",6,"Mix3",8,"","Gilia capitata",0.5,8,"","7/11/24"
"28797","7/11/24","RM","607:Holiday",6,"Mix3",12,"","Clarkia amoena",6,11,"","7/11/24"
"28799","7/11/24","RM","607:Holiday",6,"Mix3",12,"","Gilia capitata",0.5,2,"","7/11/24"
"28801","7/11/24","RM","607:Holiday",6,"Mix6",4,"","Gilia capitata",1,3,"","7/11/24"
"28802","7/11/24","RM","607:Holiday",6,"Mix6",8,"","Gilia capitata",2,7,"","7/11/24"
"28803","7/11/24","RM","607:Holiday",6,"Mix6",12,"","Gilia capitata",3,6,"","7/11/24"
"28807","7/11/24","RM","607:Holiday",6,"Mix2",0,"","Madia gracilis",1,3,"","7/11/24"
"28842","7/11/24","RM","607:Holiday",6,"Mix1",0,"","Gilia capitata",1,10,"","7/11/24"
"28843","7/11/24","RM","607:Holiday",6,"Mix1",4,"","Gilia capitata",2,6,"","7/11/24"
"28844","7/11/24","RM","607:Holiday",6,"Mix1",8,"","Gilia capitata",0.5,12,"","7/11/24"
"28845","7/11/24","RM","607:Holiday",6,"Mix1",12,"","Gilia capitata",1,6,"","7/11/24"
"28846","7/11/24","RM","607:Holiday",6,"Mix1",0,"","Clarkia amoena",7,11,"","7/11/24"
"28847","7/11/24","RM","607:Holiday",6,"Mix1",4,"","Clarkia amoena",3,5,"","7/11/24"
"28848","7/11/24","RM","607:Holiday",6,"Mix1",8,"","Clarkia amoena",9,5,"","7/11/24"
"28849","7/11/24","RM","607:Holiday",6,"Mix1",12,"","Clarkia amoena",4,13,"","7/11/24"
"29234","7/22/24","BD","702:Holiday",6,"Mix2",12,"","Madia gracilis",0.5,10,"BD 702","7/18/24"
"29237","7/22/24","BD","702:Holiday",6,"Mix1",0,"","Clarkia amoena",2,25,"BD","7/18/24"
"29238","7/22/24","BD","702:Holiday",6,"Mix1",0,"","Gilia capitata",0.15,12,"BD","7/18/24"
"29240","7/22/24","BD","702:Holiday",6,"Mix1",4,"","Clarkia amoena",1.75,32,"BD","7/18/24"
"29242","7/22/24","BD","702:Holiday",6,"Mix1",8,"","Clarkia amoena",2.1,50,"BD","7/18/24"
"29243","7/22/24","BD","702:Holiday",6,"Mix1",12,"","Clarkia amoena",2.25,20,"BD","7/18/24"
"29244","7/22/24","BD","702:Holiday",6,"Mix3",0,"","Clarkia purpurea",3,12,"BD 702","7/18/24"
"29245","7/22/24","BD","702:Holiday",6,"Mix3",4,"","Clarkia amoena",2,26,"BD 702","7/18/24"
"29246","7/22/24","BD","702:Holiday",6,"Mix3",12,"","Clarkia amoena",1.5,30,"BD 702","7/18/24"
"29247","7/22/24","BD","702:Holiday",6,"Mix3",8,"","Clarkia amoena",2.33,18,"BD 702","7/18/24"
"29250","7/22/24","BD","702:Holiday",6,"Mix4",0,"","Clarkia amoena",2.2,10,"BD 702","7/18/24"
"29252","7/22/24","BD","702:Holiday",6,"Mix4",4,"","Clarkia amoena",2.75,15,"BD 702","7/18/24"
"29253","7/22/24","BD","702:Holiday",6,"Mix4",12,"","Clarkia amoena",2,16,"BD 702","7/18/24"
"29254","7/22/24","BD","702:Holiday",6,"Mix4",8,"","Clarkia amoena",1,8,"BD 702","7/18/24"
"29300","7/22/24","CT","700:Holiday",6,"Mix1",0,"","Gilia capitata",0.5,5,"ct stand 700","7/22/24"
"29301","7/22/24","OA","700:Holiday",6,"Mix3",0,"","Clarkia amoena",0.75,4,"OA 700","7/22/24"
"29302","7/22/24","LS","700:Holiday",6,"Mix6",4,"","Gilia capitata",1,13,"LS 700","7/22/24"
"29303","7/22/24","CT","700:Holiday",6,"Mix1",0,"","Clarkia amoena",1,6,"ct stand 700","7/22/24"
"29304","7/22/24","EG","700:Holiday",6,"Mix3",4,"","Clarkia amoena",1.7,7,"700, EG","7/22/24"
"29305","7/22/24","CT","700:Holiday",6,"Mix1",4,"","Clarkia amoena",1.5,5,"ct stand 700","7/22/24"
"29306","7/22/24","CT","700:Holiday",6,"Mix1",4,"","Gilia capitata",0.25,5,"ct stand 700","7/22/24"
"29307","7/22/24","BD","700:Holiday",6,"Mix2",4,"","Madia gracilis",0.125,8,"BD 700","7/22/24"
"29308","7/22/24","CT","700:Holiday",6,"Mix1",8,"","Clarkia amoena",2,5,"ct stand 700","7/22/24"
"29309","7/22/24","OA","700:Holiday",6,"Mix4",4,"","Clarkia amoena",0.5,14,"OA 700","7/22/24"
"29310","7/22/24","OA","700:Holiday",6,"Mix4",0,"","Clarkia amoena",1.5,4,"OA 700","7/22/24"
"29311","7/22/24","CT","700:Holiday",6,"Mix1",8,"","Gilia capitata",1,5,"ct stand 700","7/22/24"
"29312","7/22/24","OA","700:Holiday",6,"Mix4",8,"","Clarkia purpurea",1,1,"OA 700","7/22/24"
"29313","7/22/24","CT","700:Holiday",6,"Mix1",12,"","Gilia capitata",0.5,3,"ct stand 700","7/22/24"
"29314","7/22/24","OA","700:Holiday",6,"Mix4",8,"","Clarkia amoena",0.25,4,"OA 700","7/22/24"
"29315","7/22/24","EG","700:Holiday",6,"Mix3",4,"","Clarkia amoena",0.1875,16,"700, EG","7/22/24"
"29316","7/22/24","AW","700:Holiday",6,"Mix3",12,"","Gilia capitata",0.18,11,"700 AW","7/22/24"
"29317","7/22/24","AW","700:Holiday",6,"Mix3",12,"","Clarkia amoena",1.25,8,"700 AW","7/22/24"
"29318","7/22/24","AW","700:Holiday",6,"Mix3",8,"","Clarkia amoena",3,3,"700 AW","7/22/24"
"29319","7/22/24","EG","700:Holiday",6,"Mix3",0,"","Collinsia grandiflora",0.34,23,"700, eg","7/22/24"
"29322","7/22/24","LB","700:Holiday",6,"Mix3",0,"","Clarkia amoena",1.5,4,"LB.","7/23/24"
"29335","7/23/24","BD","611:Holiday",6,"Mix1",4,"","Clarkia amoena",0.3,20,"BD 707","7/23/24"
"29336","7/23/24","BD","611:Holiday",6,"Mix1",4,"","Gilia capitata",0.75,4,"BD","7/23/24"
"29339","7/23/24","BD","611:Holiday",6,"Mix3",0,"","Gilia capitata",3,1,"BD","7/23/24"
"29340","7/23/24","BD","611:Holiday",6,"Mix3",0,"","Clarkia amoena",0.5,4,"BD","7/23/24"
"29342","7/23/24","BD","611:Holiday",6,"Mix3",0,"","Hypochaeris radicata",1,1,"BD","7/23/24"
"29346","7/23/24","BD","611:Holiday",6,"Mix6",12,"","Gilia capitata",0.5,2,"BD","7/23/24"
"29348","7/23/24","BD","611:Holiday",6,"Mix6",8,"","Gilia capitata",1.5,2,"BD","7/23/24"
"29350","7/23/24","BD","611:Holiday",6,"Mix4",0,"","Clarkia amoena",0.125,8,"BD","7/23/24"
"29352","7/23/24","BD","611:Holiday",6,"Mix4",4,"","Crepis setosa",2,1,"BD setosa","7/23/24"
"29353","7/23/24","BD","611:Holiday",6,"Mix4",12,"","Clarkia amoena",0.2,10,"BD","7/23/24"
"29354","7/23/24","BD","611:Holiday",6,"Mix4",8,"","Clarkia amoena",0.06,15,"BD","7/23/24"
"29425","7/31/24","BD","604:Holiday",6,"Mix4",8,"","Clarkia amoena",0.1,10,"BD","7/23/24"
"29426","7/31/24","BD","604:Holiday",6,"Mix4",12,"","Clarkia amoena",0.33,15,"BD","7/23/24"
"29427","7/31/24","BD","604:Holiday",6,"Mix1",0,"","Clarkia amoena",0.33,12,"BD","7/23/24"
"29430","7/31/24","BD","604:Holiday",6,"Mix1",4,"","Clarkia amoena",0.33,30,"BD","7/23/24"
"29431","7/31/24","BD","604:Holiday",6,"Mix1",12,"","Gilia capitata",1,6,"BD","7/23/24"
"29432","7/31/24","BD","604:Holiday",6,"Mix1",8,"","Clarkia amoena",0.33,12,"BD","7/23/24"
"29436","7/31/24","BD","604:Holiday",6,"Mix6",12,"","Gilia capitata",0.1,10,"BD","7/23/24"
"29438","7/31/24","BD","604:Holiday",6,"Mix6",4,"","Gilia capitata",0.25,12,"BD","7/23/24"
"29439","7/31/24","BD","604:Holiday",6,"Mix2",8,"","Gilia capitata",0.125,8,"BD","7/23/24"
"29440","7/31/24","BD","604:Holiday",6,"Mix3",0,"","Clarkia amoena",0.1,10,"BD","7/23/24"
"29441","7/31/24","BD","604:Holiday",6,"Mix3",4,"","Gilia capitata",0.06,15,"BD","7/23/24"
"29442","7/31/24","BD","604:Holiday",6,"Mix3",8,"","Clarkia amoena",1,5,"BD","7/23/24"
"29451","7/24/24","BD","605:Holiday",6,"Mix5",0,"","Crepis setosa",5,2,"BD setosa","7/24/24"
"29453","7/24/24","BD","605:Holiday",6,"Mix4",0,"","Clarkia amoena",1,4,"BD","7/24/24"
"29455","7/24/24","BD","605:Holiday",6,"Mix4",4,"","Clarkia amoena",2,3,"BD","7/24/24"
"29457","7/24/24","BD","605:Holiday",6,"Mix2",12,"","Cirsium arvense",1,6,"BD","7/24/24"
"29458","7/24/24","BD","605:Holiday",6,"Mix3",4,"","Clarkia amoena",8,12,"BD","7/24/24"
"29460","7/24/24","BD","605:Holiday",6,"Mix3",12,"","Clarkia amoena",2,5,"BD","7/24/24"
"29462","7/24/24","BD","605:Holiday",6,"Mix3",0,"","Gilia capitata",0.2,5,"BD","7/24/24"
"29465","7/24/24","BD","605:Holiday",6,"Mix6",0,"","Senecio sylvaticus",75,1,"BD","7/24/24"
"29468","7/24/24","BD","605:Holiday",6,"Mix6",8,"","Madia gracilis",2,4,"BD","7/24/24"
"29472","7/24/24","BD","605:Holiday",6,"Mix1",0,"","Clarkia amoena",14,1,"BD","7/24/24"
"29474","7/24/24","BD","605:Holiday",6,"Mix1",4,"","Clarkia amoena",2.4,5,"BD","7/24/24"
"29477","7/24/24","BD","605:Holiday",6,"Mix1",4,"","Gilia capitata",0.66,6,"BD","7/24/24"
"29480","7/24/24","LS","704:Holiday",6,"Mix5",0,"","Clarkia amoena",2,2,"LS 704","7/24/24"
"29481","7/24/24","LS","704:Holiday",6,"Mix5",0,"","Collomia grandiflora",1.5,14,"LS 704","7/24/24"
"29483","7/24/24","LS","704:Holiday",6,"Mix5",4,"","Collomia grandiflora",0.3,15,"LS 704","7/24/24"
"29486","7/24/24","LS","704:Holiday",6,"Mix5",8,"","Collomia grandiflora",5,5,"LS 704","7/24/24"
"29487","7/24/24","LS","704:Holiday",6,"Mix5",12,"","Collomia grandiflora",0.5,14,"LS 704","7/24/24"
"29490","7/24/24","LS","704:Holiday",6,"Mix6",4,"","Gilia capitata",2,16,"LS 704","7/24/24"
"29493","7/24/24","LS","704:Holiday",6,"Mix6",8,"","Madia gracilis",0.05,20,"LS 704","7/24/24"
"29494","7/24/24","LS","704:Holiday",6,"Mix1",0,"","Senecio sylvaticus",17,1,"LS 704","7/24/24"
"29498","7/24/24","LS","704:Holiday",6,"Mix4",0,"","Madia gracilis",0.06,16,"LS 704","7/24/24"
"29499","7/24/24","LS","704:Holiday",6,"Mix4",8,"","Madia gracilis",0.36,19,"LS 704","7/24/24"
"29500","7/24/24","LS","704:Holiday",6,"Mix4",12,"","Madia gracilis",0.08,12,"LS 704","7/24/24"
"29503","7/24/24","LS","704:Holiday",6,"Mix2",0,"","Collomia grandiflora",1.2,17,"LS 704","7/24/24"
"29506","7/24/24","LS","704:Holiday",6,"Mix2",4,"","Collomia grandiflora",0.5,12,"LS 704","7/24/24"
"29510","7/24/24","LS","704:Holiday",6,"Mix2",12,"","Collomia grandiflora",0.3,14,"LS 704","7/24/24"
"29512","7/24/24","LS","704:Holiday",6,"Mix3",0,"","Collomia grandiflora",0.5,21,"LS 704","7/24/24"
"29513","7/24/24","LS","704:Holiday",6,"Mix3",0,"","Gilia capitata",2,12,"LS 704","7/24/24"
"29515","7/24/24","LS","704:Holiday",6,"Mix3",4,"","Clarkia amoena",2,2,"LS 704","7/24/24"
"29517","7/24/24","LS","704:Holiday",6,"Mix3",8,"","Clarkia amoena",2.5,2,"LS 704","7/24/24"
"29519","7/24/24","LS","704:Holiday",6,"Mix3",12,"","Clarkia amoena",1,1,"LS 704","7/24/24"
"29801","7/30/24","LB","705:Holiday",6,"Mix1",0,"","Gilia capitata",1.5,2,"LB. stand 705","7/31/24"
"29802","7/30/24","LB","705:Holiday",6,"Mix1",0,"","Conyza canadensis",0.37,35,"LB. stand 705","7/31/24"
"29803","7/30/24","LB","705:Holiday",6,"Mix1",8,"","Conyza canadensis",0.08,25,"LB. stand 705","7/31/24"
"29804","7/30/24","LB","705:Holiday",6,"Mix1",8,"","Lactuca serriola",0.11,27,"LB. stand 705","7/31/24"
"29805","7/30/24","LB","705:Holiday",6,"Mix1",4,"","Conyza canadensis",0.25,20,"LB. stand 705","7/31/24"
"29806","7/30/24","LB","705:Holiday",6,"Mix1",12,"","Conyza canadensis",0.27,15,"LB. stand 705","7/31/24"
"29807","7/30/24","LB","705:Holiday",6,"Mix1",12,"","Senecio sylvaticus",2,3,"LB. stand 705","7/31/24"
"29808","7/30/24","LB","705:Holiday",6,"Mix4",0,"","Conyza canadensis",0.3,10,"LB. stand 705. tree fell on plot","7/31/24"
"29809","7/30/24","LB","705:Holiday",6,"Mix4",4,"","Conyza canadensis",0.7,10,"LB. stand 705. tree fell on plot","7/31/24"
"29810","7/30/24","LB","705:Holiday",6,"Mix4",4,"","Lactuca serriola",0.07,15,"LB. stand 705. tree fell on plot","7/31/24"
"29811","7/30/24","LB","705:Holiday",6,"Mix4",0,"","Madia gracilis",0.2,5,"LB. stand 705. tree fell on plot","7/31/24"
"29812","7/30/24","LB","705:Holiday",6,"Mix4",4,"","Clarkia amoena",0.5,2,"LB. stand 705. tree fell on plot","7/31/24"
"29813","7/30/24","LB","705:Holiday",6,"Mix4",8,"","Lactuca serriola",1,2,"LB. stand 705. tree fell on plot","7/31/24"
"29814","7/30/24","LB","705:Holiday",6,"Mix2",0,"","Lactuca serriola",0.12,8,"LB. stand 705. tree fell on plot","7/31/24"
"29815","7/30/24","LB","705:Holiday",6,"Mix2",0,"","Conyza canadensis",0.33,6,"LB. stand 705. tree fell on plot","7/31/24"
"29816","7/30/24","LB","705:Holiday",6,"Mix2",4,"","Conyza canadensis",0.65,20,"LB. stand 705. tree fell on plot","7/31/24"
"29817","7/30/24","LB","705:Holiday",6,"Mix2",4,"","Hypochaeris radicata",1,1,"LB. stand 705. tree fell on plot","7/31/24"
"29818","7/30/24","LB","705:Holiday",6,"Mix3",0,"","Senecio sylvaticus",7,3,"LB. stand 705.","7/31/24"
"29819","7/30/24","LB","705:Holiday",6,"Mix3",0,"","Conyza canadensis",1.73,15,"LB. stand 705.","7/31/24"
"29820","7/30/24","LB","705:Holiday",6,"Mix3",4,"","Lactuca serriola",0.03,35,"LB. stand 705.","7/31/24"
"29821","7/30/24","LB","705:Holiday",6,"Mix3",4,"","Gilia capitata",5.11,9,"LB. stand 705.","7/31/24"
"29822","7/30/24","LB","705:Holiday",6,"Mix3",4,"","Conyza canadensis",0.28,18,"LB. stand 705.","7/31/24"
"29823","7/30/24","LB","705:Holiday",6,"Mix3",8,"","Conyza canadensis",0.5,10,"LB. stand 705.","7/31/24"
"29824","7/30/24","LB","705:Holiday",6,"Mix3",8,"","Lactuca serriola",0.14,22,"LB. stand 705.","7/31/24"
"29825","7/30/24","LB","705:Holiday",6,"Mix3",12,"","Conyza canadensis",0.7,10,"LB. stand 705.","7/31/24"
"29826","7/30/24","LB","705:Holiday",6,"Mix3",4,"","Clarkia amoena",0.67,6,"LB. stand 705.","7/31/24"
"29827","7/30/24","LB","705:Holiday",6,"Mix5",4,"","Hypochaeris radicata",2,1,"LB. stand 705.","7/31/24"
"29828","7/30/24","LB","705:Holiday",6,"Mix5",4,"","Conyza canadensis",0.03,30,"LB. stand 705.","7/31/24"
"29829","7/30/24","LB","705:Holiday",6,"Mix5",8,"","Conyza canadensis",0.5,8,"LB. stand 705.","7/31/24"
"29830","7/30/24","LB","705:Holiday",6,"Mix5",8,"","Hypochaeris radicata",3,1,"LB. stand 705.","7/31/24"
"29831","7/30/24","LB","705:Holiday",6,"Mix5",8,"","Clarkia purpurea",0.25,4,"LB. stand 705.","7/31/24"
"29832","7/30/24","LB","705:Holiday",6,"Mix5",12,"","Conyza canadensis",0.68,25,"LB. stand 705.","7/31/24"
"29833","7/30/24","LB","705:Holiday",6,"Mix3",12,"","Lactuca serriola",0.2,20,"LB. stand 705.","7/31/24"
"29834","7/30/24","LB","705:Holiday",6,"Mix3",12,"","Senecio sylvaticus",0.67,3,"LB. stand 705.","7/31/24"
"29835","7/30/24","LB","705:Holiday",6,"Mix6",0,"","Conyza canadensis",0.6,20,"LB. stand 705.","7/31/24"
"29836","7/30/24","LB","705:Holiday",6,"Mix6",0,"","Madia gracilis",0.3,10,"LB. stand 705.","7/31/24"
"29837","7/30/24","LB","705:Holiday",6,"Mix6",4,"","Madia gracilis",0.87,23,"LB. stand 705.","7/31/24"
"29838","7/30/24","LB","705:Holiday",6,"Mix6",4,"","Gilia capitata",1,3,"LB. stand 705.","7/31/24"
"29839","7/30/24","LB","705:Holiday",6,"Mix6",8,"","Conyza canadensis",0.17,18,"LB. stand 705.","7/31/24"
"29840","7/30/24","LB","705:Holiday",6,"Mix6",12,"","Conyza canadensis",0.5,10,"LB. stand 705.","7/31/24"
"29841","7/30/24","LB","705:Holiday",6,"Mix6",12,"","Madia gracilis",1.29,14,"LB. stand 705.","7/31/24"
